,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.00000931322597,0.0,0.0,0.0,8.0,-25.000000931322596
02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
