,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-03,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-04,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-05,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-06,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-07,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-08,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-09,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-10,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,-5.88235294117647,0.0,0.0,1.0,9.0,-1.4752044885892033
01-11,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-0.9404451303004333
01-12,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-0.9404451303004333
01-13,0.0,0.0,0.0,-12.244897959183673,0.0,1.9000015258789062,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-0.9404451303004333
01-14,0.0,0.0,0.0,-12.244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.1131725417439702
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,0.0,11.0,-2.164502164502164
02-06,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-07,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-08,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-09,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-10,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-11,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-12,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-13,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-14,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-15,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-16,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-17,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-18,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-19,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-20,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-21,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-22,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-23,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-24,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-25,7.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.5217106126197033
02-26,8.91089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.3544211564013542
02-27,8.91089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.3544211564013542
02-28,8.91089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.809523809523807,1.0,10.0,-1.3544211564013542
